Sentence #	Word	Pos	Tag
	zajednica	Ncfpg	O
	mogu	Vmr3p	O
	da	Cs	O
	kažu	Vmr3p	O
	da	Cs	O
	je	Var3s	O
	diskriminacija	Ncfsn	O
	--	Z	O
	bilo	Cc	O
	sada	Rgp	O
	ili	Cc	O
	ranije	Rgc	O
	--	Z	O
	uticala	Vmp-sf	O
	na	Sa	O
	njihovu	Ps3fsa	O
	mogućnost	Ncfsa	O
	ostvarivanja	Ncnsg	O
	koristi	Ncfsg	O
	od	Sg	O
	privatizacije	Ncfsg	O
	.	Z	O
Sentence: 8	Esat	Npmsn	B-per
	Beriša	Npmsn	I-per
	je	Var3s	O
	jedan	Mlcmsn	O
	takav	Pd-msn	O
	primer	Ncmsn	O
	.	Z	O
Sentence: 9	"	Z	O
	Moj	Ps1msn	O
	otac	Ncmsn	O
	je	Var3s	O
	radio	Vmp-sm	O
	u	Sl	O
	Hidrotehnici	Npfsl	B-org
	,	Z	O
	[	Z	O
	kao	Cs	O
	i	Cc	O
	ja	Pp1-sn	O
	]	Z	O
	,	Z	O
	do	Sg	O
	decembra	Ncmsg	O
	1990.	Mdo	O
	godine	Ncfsg	O
	,	Z	O
	ali	Cc	O
	onda	Rgp	O
	sam	Var1s	O
	ja	Pp1-sn	O
	otpušten	Appmsnn	O
	zato	Cs	O
	što	Cs	O
	su	Var3p	O
	nas	Pp1-pa	O
	srpske	Agpfpny	O
	vlasti	Ncfpn	O
	otpustile	Vmp-pf	O
	.	Z	O
Sentence: 10	Posle	Sg	O
	rata	Ncmsg	O
	sam	Var1s	O
	se	Px--sa	O
	nadao	Vmp-sm	O
	da	Cs	O
	ću	Var1s	O
	dobiti	Vmn	O
	svoj	Px-msan	O
	posao	Ncmsan	O
	nazad	Rgp	O
	,	Z	O
	ali	Cc	O
	to	Pd-nsn	O
	se	Px--sa	O
	nikada	Rgp	O
	nije	Var3s	O
	dogodilo	Vmp-sn	O
	.	Z	O
	"	Z	O
Sentence: 11	Nakon	Cs	O
	što	Cs	O
	je	Var3s	O
	Hidrotehnika	Npfsn	B-org
	privatizovana	Appfsny	O
	2006.	Mdo	O
	godine	Ncfsg	O
	,	Z	O
	"	Z	O
	nikada	Rgp	O
	nisam	Var1s	O
	dobio	Vmp-sm	O
	bilo	Qo	O
	kakvu	Pi-fsa	O
	nadoknadu	Ncfsa	O
	,	Z	O
	a	Cc	O
	najgore	Rgs	O
	je	Var3s	O
	to	Pd-nsn	O
	što	Pi3n-n	O
	kompanija	Ncfsn	O
	više	Rgc	O
	ne	Qz	O
	postoji	Vmr3s	O
	,	Z	O
	jer	Cs	O
	je	Var3s	O
	novi	Agpmsny	O
	vlasnik	Ncmsn	O
	promenio	Vmp-sm	O
	njenu	Ps3fsa	O
	namenu	Ncfsa	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Beriša	Npmsn	B-per
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 12	U	Sl	O
	nekim	Pi-mpl	O
	slučajevima	Ncmpl	O
	kompanije	Ncfpn	O
	su	Var3p	O
	kupovane	Appfpny	O
	više	Rgc	O
	zbog	Sg	O
	zemljišta	Ncnsg	O
	nego	Cc	O
	zbog	Sg	O
	želje	Ncfsg	O
	da	Cs	O
	se	Px--sa	O
	nastavi	Vmr3s	O
	rad	Ncmsan	O
	.	Z	O
Sentence: 13	On	Pp3msn	O
	nije	Var3s	O
	usamljen	Agpmsnn	O
	:	Z	O
	diskriminatorni	Agpmsny	O
	zakon	Ncmsn	O
	koji	Pi-msn	O
	je	Var3s	O
	nametnuo	Vmp-sm	O
	Miloševićev	Aspmsnn	B-deriv-per
	režim	Ncmsn	O
	primorao	Vmp-sm	O
	je	Var3s	O
	hiljade	Ncfpa	O
	Kosovara	Npmpg	B-per
	da	Cs	O
	napuste	Vmr3p	O
	svoje	Px-mpa	O
	poslove	Ncmpa	O
	.	Z	O
Sentence: 14	Osim	Sg	O
	toga	Pd-nsg	O
	,	Z	O
	mnoge	Agpfpny	O
	kompanije	Ncfpn	O
	koje	Pi-fpn	O
	su	Var3p	O
	privatizovane	Appfpny	O
	promenile	Vmp-pf	O
	su	Var3p	O
	lokaciju	Ncfsa	O
	poslovanja	Ncnsg	O
	i	Cc	O
	vrlo	Rgp	O
	često	Rgp	O
	se	Px--sa	O
	zaposleni	Agpmpny	O
	,	Z	O
	kao	Cs	O
	što	Cs	O
	je	Var3s	O
	Beriša	Npmsn	B-per
	,	Z	O
	skidaju	Vmr3p	O
	sa	Sg	O
	platnog	Agpmsgy	O
	spiska	Ncmsg	O
	,	Z	O
	što	Pi3n-n	O
	dovodi	Vmr3s	O
	do	Sg	O
	čestih	Agpmpgy	O
	protesta	Ncmpg	O
	ispred	Sg	O
	Agencije	Ncfsg	B-org
	za	Sa	I-org
	privatizaciju	Ncfsa	I-org
	.	Z	O
Sentence: 15	Dardan	Npmsn	B-per
	Sejdiu	Npmsn	I-per
	,	Z	O
	ekonomski	Agpmsny	O
	ekspert	Ncmsn	O
	iz	Sg	O
	pokreta	Ncmsg	O
	Vetvendosje	Npmsn	B-org
	,	Z	O
	veliki	Agpmsny	O
	je	Var3s	O
	kritičar	Ncmsn	O
	toga	Pd-nsg	O
	.	Z	O
Sentence: 16	"	Z	O
	Deceniju	Ncfsa	O
	kasnije	Rgc	O
	vidimo	Vmr1p	O
	da	Cs	O
	je	Var3s	O
	ekonomija	Ncfsn	O
	užasno	Rgp	O
	nestrukturirana	Agpfsny	O
	.	Z	O
Sentence: 17	Većina	Ncfsn	O
	proizvodnih	Agpfpgy	O
	kompanija	Ncfpg	O
	više	Rgc	O
	ne	Qz	O
	postoji	Vmr3s	O
	ili	Cc	O
	se	Px--sa	O
	koriste	Vmr3p	O
	za	Sa	O
	skladištenje	Ncnsa	O
	robe	Ncfsg	O
	;	Z	O
	efikasnost	Ncfsn	O
	kao	Cs	O
	koncept	Ncmsn	O
	su	Var3p	O
	,	Z	O
	čini	Vmr3s	O
	se	Px--sa	O
	,	Z	O
	bile	Vap-pf	O
	samo	Rgp	O
	reči	Ncfpn	O
	,	Z	O
	a	Cc	O
	nezaposlenost	Ncfsn	O
	se	Px--sa	O
	produbljuje	Vmr3s	O
	.	Z	O
Sentence: 18	Na	Sl	O
	kraju	Ncmsl	O
	je	Var3s	O
	i	Cc	O
	broj	Ncmsn	O
	stranih	Agpmpgy	O
	investitora	Ncmpg	O
	samo	Rgp	O
	simboličan	Agpmsnn	O
	,	Z	O
	a	Cc	O
	i	Cc	O
	suma	Ncfsn	O
	koju	Pi-fsa	O
	su	Var3p	O
	uložili	Vmp-pm	O
	je	Var3s	O
	simbolična	Agpfsny	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Sejdiu	Npmsn	B-per
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 19	Privatizacija	Ncfsn	O
	javnih	Agpfpgy	O
	i	Cc	O
	državnih	Agpfpgy	O
	kompanija	Ncfpg	O
	poslednjih	Agpfpgy	O
	godina	Ncfpg	O
	donela	Vmp-sf	O
	je	Var3s	O
	više	Rgc	O
	od	Sg	O
	600	Mdc	O
	miliona	Ncmpg	O
	evra	Ncmpg	O
	,	Z	O
	koji	Pi-mpn	O
	su	Var3p	O
	prebačeni	Appmpny	O
	u	Sa	O
	banke	Ncfpa	O
	u	Sl	O
	inostranstvu	Ncnsl	O
	,	Z	O
	a	Cc	O
	kosovska	Agpfsny	O
	vlada	Ncfsn	O
	ne	Qz	O
	koristi	Vmr3s	O
	ta	Pd-npa	O
	sredstva	Ncnpa	O
	.	Z	O
Sentence: 20	Sejdiu	Npmsn	B-per
	kaže	Vmr3s	O
	da	Cs	O
	je	Var3s	O
	to	Pd-nsn	O
	premalo	Rgp	O
	i	Cc	O
	da	Cs	O
	su	Var3p	O
	zemlje	Ncfpn	O
	u	Sl	O
	regionu	Ncmsl	O
	prodale	Vmp-pf	O
	samo	Rgp	O
	jednu	Mlcfsa	O
	ili	Cc	O
	nekoliko	Rgp	O
	kompanija	Ncfpg	O
	po	Sl	O
	toj	Pd-fsl	O
	ceni	Ncfsl	O
	.	Z	O
Sentence: 21	Seb	Npmsn	B-per
	Bitići	Npmsn	I-per
	,	Z	O
	izvršni	Agpmsny	O
	direktor	Ncmsn	O
	Instituta	Ncmsg	B-org
	za	Sa	I-org
	balkansku	Agpfsay	I-org
	politiku	Ncfsa	I-org
	,	Z	O
	slaže	Vmr3s	O
	se	Px--sa	O
	sa	Si	O
	tim	Pd-nsi	O
	.	Z	O
Sentence: 22	"	Z	O
	Glavni	Agpmpny	O
	nedostaci	Ncmpn	O
	su	Var3p	O
	prodaja	Ncfsn	O
	po	Sl	O
	nižim	Agcfply	O
	cenama	Ncfpl	O
	,	Z	O
	s	Si	O
	obzirom	Ncmsi	O
	da	Cs	O
	se	Px--sa	O
	vrednost	Ncfsn	O
	[	Z	O
	kompanija	Ncfpg	O
	]	Z	O
	smanjivala	Vmp-sf	O
	zbog	Sg	O
	lošeg	Agpnsgy	O
	upravljanja	Ncnsg	O
	,	Z	O
	nefunkcionisanje	Ncnsn	O
	preduzeća	Ncnsg	O
	i	Cc	O
	optužbe	Ncfpn	O
	za	Sa	O
	korupciju	Ncfsa	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	on	Pp3msn	O
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 23	Tu	Rgp	O
	su	Var3p	O
	takođe	Rgp	O
	troškovi	Ncmpn	O
	izgubljenih	Agpfpgy	O
	mogućnosti	Ncfpg	O
	:	Z	O
	"	Z	O
	U	Sl	O
	nekim	Pi-mpl	O
	slučajevima	Ncmpl	O
	je	Var3s	O
	privatizacija	Ncfsn	O
	mogla	Vmp-sf	O
	da	Cs	O
	donese	Vmr3s	O
	bolje	Agcfpay	O
	usluge	Ncfpa	O
	i	Cc	O
	efikasnost	Ncfsa	O
	.	Z	O
	"	Z	O
Sentence: 24	Sejdiu	Npmsn	B-per
	kaže	Vmr3s	O
	da	Cs	O
	je	Var3s	O
	,	Z	O
	iz	Sg	O
	ove	Pd-fsg	O
	perspektive	Ncfsg	O
	,	Z	O
	proces	Ncmsn	O
	"	Z	O
	bio	Vap-sm	O
	prenagljen	Appmsnn	O
	…	Z	O
	bez	Sg	O
	plana	Ncmsg	O
	za	Sa	O
	ekonomski	Agpmsayn	O
	razvoj	Ncmsan	O
	"	Z	O
	i	Cc	O
	da	Cs	O
	je	Var3s	O
	privatizacija	Ncfsn	O
	dovela	Vmp-sf	O
	do	Sg	O
	velikih	Agpmpgy	O
	problema	Ncmpg	O
	za	Sa	O
	radnike	Ncmpa	O
	.	Z	O
Sentence: 25	On	Pp3msn	O
	ukazuje	Vmr3s	O
	na	Sa	O
	kompanije	Ncfpa	O
	u	Sl	O
	istočnom	Agpmsly	O
	regionu	Ncmsl	O
	Ana	Npfsn	B-loc
	Morava	Npfsn	I-loc
	,	Z	O
	gde	Rgp	O
	je	Var3s	O
	ranije	Rgc	O
	bilo	Vap-sn	O
	"	Z	O
	skoro	Rgp	O
	17.000	Mdc	O
	radnika	Ncmpg	O
	,	Z	O
	u	Sl	O
	preduzećima	Ncnpl	O
	koja	Pi-npn	O
	su	Var3p	O
	sada	Rgp	O
	privatizovana	Appnpny	O
	.	Z	O
Sentence: 26	Danas	Rgp	O
	ta	Pd-npn	O
	preduzeća	Ncnpn	O
	zapošljavaju	Vmr3p	O
	[	Z	O
	manje	Rgc	O
	od	Sg	O
	]	Z	O
	1.700	Mdc	O
	njih	Pp3-pg	O
	--	Z	O
	ni	Qo	O
	10	Mdc	O
	odsto	Rgp	O
	radne	Agpfsgy	O
	snage	Ncfsg	O
	nije	Var3s	O
	zadržano	Appnsny	O
	"	Z	O
	,	Z	O
	tvrdi	Vmr3s	O
	Sejdiu	Npmsn	B-per
	.	Z	O
Sentence: 27	Bitići	Npmsn	B-per
	kaže	Vmr3s	O
	da	Cs	O
	bi	Vaa3p	O
	jači	Agcmpny	O
	sindikati	Ncmpn	O
	doneli	Vmp-pm	O
	bolje	Agcmpay	O
	ishode	Ncmpa	O
	.	Z	O
Sentence: 28	"	Z	O
	Ovde	Rgp	O
	je	Var3s	O
	glavni	Agpmsny	O
	problem	Ncmsn	O
	nepostojanje	Ncnsn	O
	pravih	Agpmpgy	O
	sindikata	Ncmpg	O
	.	Z	O
Sentence: 29	Radnici	Ncmpn	O
	nisu	Var3p	O
	mogli	Vmp-pm	O
	da	Cs	O
	ispregovaraju	Vmr3p	O
	sporazum	Ncmsan	O
	koji	Pi-msn	O
	omogućava	Vmr3s	O
	lakšu	Agcfsay	O
	tranziciju	Ncfsa	O
	.	Z	O
Sentence: 30	Toliko	Rgp	O
	je	Var3s	O
	radnika	Ncmpg	O
	otpušteno	Appnsny	O
	.	Z	O
Sentence: 31	Kada	Rgp	O
	su	Var3p	O
	u	Sl	O
	pitanju	Ncnsl	O
	oni	Pd-mpn	O
	koji	Pi-mpn	O
	i	Cc	O
	dalje	Rgc	O
	rade	Vmr3p	O
	,	Z	O
	[	Z	O
	ne	Qz	O
	postoji	Vmr3s	O
	]	Z	O
	garancija	Ncfsn	O
	za	Sa	O
	bezbednost	Ncfsa	O
	na	Sl	O
	radu	Ncmsl	O
	.	Z	O
Sentence: 32	Feronikeli	Npmsn	B-org
	je	Var3s	O
	flagrantan	Agpmsnn	O
	slučaj	Ncmsn	O
	u	Sl	O
	kojem	Pi-msl	O
	nedostatak	Ncmsn	O
	političke	Agpfsgy	O
	volje	Ncfsg	O
	da	Cs	O
	se	Px--sa	O
	reši	Vmr3s	O
	pitanje	Ncnsa	O
	bezbednosti	Ncfsg	O
	na	Sl	O
	radu	Ncmsl	O
	ugrožava	Vmr3s	O
	živote	Ncmpa	O
	radnika	Ncmpg	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	on	Pp3msn	O
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 33	Poslednjih	Agpmpgy	O
	meseci	Ncmpg	O
	povređeno	Appnsny	O
	je	Var3s	O
	više	Rgc	O
	radnika	Ncmpg	O
	kompanije	Ncfsg	O
	Feronikel	Npmsn	B-org
	na	Sl	O
	centralnom	Agpnsly	O
	Kosovu	Npnsl	B-loc
	,	Z	O
	što	Pi3n-n	O
	je	Var3s	O
	primoralo	Vmp-sn	O
	predsednika	Ncmsay	O
	parlamenta	Ncmsg	O
	Jakupa	Npmsay	B-per
	Krasnićija	Npmsay	I-per
	da	Cs	O
	pozove	Vmr3s	O
	na	Sa	O
	bolje	Rgc	O
	i	Cc	O
	sigurnije	Rgc	O
	uslove	Ncmpa	O
	rada	Ncmsg	O
	.	Z	O
Sentence: 34	Feronikel	Npmsn	B-org
	je	Var3s	O
	privatizovan	Appmsnn	O
	2007.	Mdo	O
	godine	Ncfsg	O
	.	Z	O
Sentence: 35	Kazna	Ncfsn	O
	medijskom	Agpmsdy	O
	mogulu	Ncmsd	O
	obnovila	Vmp-sf	O
	debatu	Ncfsa	O
	u	Sl	O
	Makedoniji	Npfsl	B-loc
Sentence: 36	Neki	Pi-mpn	O
	tvrde	Vmr3p	O
	da	Cs	O
	je	Var3s	O
	presuda	Ncfsn	O
	Veliji	Npmsd	B-per
	Ramkovskom	Npmsd	I-per
	napad	Ncmsn	O
	na	Sa	O
	slobodu	Ncfsa	O
	medija	Ncmpg	O
	,	Z	O
	ali	Cc	O
	drugi	Mlompn	O
	tvrde	Vmr3p	O
	da	Cs	O
	dokazi	Ncmpn	O
	o	Sl	O
	njegovim	Ps3npl	O
	krivičnim	Agpmply	O
	delima	Ncmpl	O
	govore	Vmr3p	O
	suprotno	Rgp	O
	.	Z	O
Sentence: 37	Medijski	Agpmsny	O
	mogul	Ncmsn	O
	Velija	Npfsn	B-per
	Ramkovski	Npfsn	I-per
	osuđen	Appmsnn	O
	je	Var3s	O
	na	Sa	O
	13	Mdc	O
	godina	Ncfpg	O
	zatvora	Ncmsg	O
	zbog	Sg	O
	utaje	Ncfsg	O
	poreza	Ncmsg	O
	i	Cc	O
	pranja	Ncnsg	O
	novca	Ncmsg	O
	.	Z	O
Sentence: 38	Krivična	Agpfsny	O
	presuda	Ncfsn	O
	i	Cc	O
	zatvorska	Agpfsny	O
	kazna	Ncfsn	O
	medijskom	Agpmsdy	O
	mogulu	Ncmsd	O
	Veliji	Npmsd	B-per
	Ramkovskom	Npmsd	I-per
	,	Z	O
	koji	Pi-msn	O
	je	Var3s	O
	često	Rgp	O
	kritikovao	Vmp-sm	O
	makedonsku	Agpfsay	O
	vladu	Ncfsa	O
	,	Z	O
	mogla	Vmp-sf	O
	bi	Vaa3s	O
	da	Cs	O
	zaplaši	Vmr3s	O
	medije	Ncmpa	O
	,	Z	O
	kažu	Vmr3p	O
	novinari	Ncmpn	O
	u	Sl	O
	toj	Pd-fsl	O
	maloj	Agpfsly	O
	balkanskoj	Agpfsly	O
	državi	Ncfsl	O
	.	Z	O
Sentence: 39	Ramkovski	Npmsn	B-per
	,	Z	O
	bivši	Agpmsny	O
	vlasnik	Ncmsn	O
	televizijske	Agpfsgy	O
	stanice	Ncfsg	O
	A1	Xf	B-org
	,	Z	O
	četiri	Mlc	O
	novine	Ncfpn	O
	i	Cc	O
	drugih	Mlonpg	O
	preduzeća	Ncnpg	O
	,	Z	O
	osuđen	Appmsnn	O
	je	Var3s	O
	u	Sl	O
	krivičnom	Agpmsly	B-org
	sudu	Ncmsl	I-org
	u	Sl	I-org
	Skoplju	Npnsl	I-org
	14.	Mdo	O
	marta	Ncmsg	O
	na	Sa	O
	13	Mdc	O
	godina	Ncfpg	O
	zatvora	Ncmsg	O
	,	Z	O
	zbog	Sg	O
	pranja	Ncnsg	O
	novca	Ncmsg	O
	,	Z	O
	kriminalne	Agpfsgy	O
	zavere	Ncfsg	O
	,	Z	O
	zloupotrebe	Ncfsg	O
	položaja	Ncmsg	O
	i	Cc	O
	utaje	Ncfsg	O
	poreza	Ncmsg	O
	;	Z	O
	19	Mdc	O
	saučesnika	Ncmpg	O
	dobilo	Vmp-sn	O
	je	Var3s	O
	zatvorske	Agpfpay	O
	kazne	Ncfpa	O
	u	Sl	O
	trajanju	Ncnsl	O
	dve	Mlcf-n	O
	do	Sg	O
	sedam	Mlc	O
	godina	Ncfpg	O
	.	Z	O
Sentence: 40	A1	Xf	B-org
	TV	Ncmsn	I-org
	i	Cc	O
	četiri	Mlc	O
	novine	Ncfpn	O
	zatvoreni	Appmpny	O
	su	Var3p	O
	zato	Cs	O
	što	Cs	O
	nisu	Var3p	O
	plaćali	Vmp-pm	O
	porez	Ncmsan	O
	,	Z	O
	niti	Cc	O
	ispunjavali	Vmp-pm	O
	obaveze	Ncfpa	O
	prema	Sl	O
	kreditorima	Ncmpl	O
	.	Z	O
Sentence: 41	"	Z	O
	Utisak	Ncmsn	O
	je	Var3s	O
	da	Cs	O
	su	Var3p	O
	koraci	Ncmpn	O
	preduzeti	Appmpny	O
	prema	Sl	O
	medijima	Ncmpl	O
	,	Z	O
	za	Sa	O
	koje	Pi-mpa	O
	su	Var3p	O
	izrečene	Appfpny	O
	presude	Ncfpn	O
	,	Z	O
	selektivni	Agpmpny	O
	,	Z	O
	te	Cc	O
	da	Cs	O
	institucije	Ncfpn	O
	ne	Qz	O
	koriste	Vmr3p	O
	iste	Agpmpay	O
	metode	Ncmpa	O
	u	Sl	O
	sprovođenju	Ncnsl	O
	zakona	Ncmpg	O
	prema	Sl	O
	svim	Agpmply	O
	medijima	Ncmpl	O
	"	Z	O
	,	Z	O
	rekla	Vmp-sf	O
	direktorka	Ncfsn	O
	Medijskog	Agpmsgy	B-org
	instituta	Ncmsg	I-org
	Makedonije	Npfsg	I-org
	Biljana	Npfsn	B-per
	Petkovska	Npfsn	I-per
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 42	Neki	Pi-mpn	O
	novinari	Ncmpn	O
	,	Z	O
	a	Cc	O
	posebno	Rgp	O
	bivši	Agpmpny	O
	zaposleni	Agpmpny	O
	u	Sa	O
	A1	Xf	B-org
	TV	Ncmsn	I-org
	,	Z	O
	tvrde	Vmr3p	O
	da	Cs	O
	taj	Pd-msn	O
	slučaj	Ncmsn	O
	,	Z	O
	pod	Si	O
	nazivom	Ncmsi	O
	"	Z	O
	Paukova	Aspfsny	B-misc
	mreža	Ncfsn	I-misc
	"	Z	O
	,	Z	O
	predstavlja	Vmr3s	O
	borbu	Ncfsa	O
	između	Sg	O
	vlade	Ncfsg	O
	i	Cc	O
	tada	Rgp	O
	najmoćnije	Agsfsgy	O
	TV	Ncmsn	O
	stanice	Ncfsg	O
	u	Sl	O
	Makedoniji	Npfsl	B-loc
	,	Z	O
	koja	Pi-fsn	O
	je	Var3s	O
	kritikovala	Vmp-sf	O
	njenu	Ps3fsa	O
	politiku	Ncfsa	O
	i	Cc	O
	podržavala	Vmp-sf	O
	opoziciju	Ncfsa	O
	.	Z	O
Sentence: 43	"	Z	O
	Trenutni	Agpmsny	O
	politički	Agpmsny	O
	establišment	Ncmsn	O
	staviće	Vmf3s	O
	pod	Sa	O
	potpunu	Agpfsay	O
	kontrolu	Ncfsa	O
	svaku	Pi-fsa	O
	slobodnu	Agpfsay	O
	misao	Ncfsa	O
	i	Cc	O
	svako	Pi-nsa	O
	mišljenje	Ncnsa	O
	koje	Pi-nsn	O
	je	Var3s	O
	protiv	Sg	O
	njega	Pp3msg	O
	.	Z	O
Sentence: 44	Njegov	Ps3msn	O
	cilj	Ncmsn	O
	,	Z	O
	a	Cc	O
	danas	Rgp	O
	se	Px--sa	O
	to	Pd-nsn	O
	i	Cc	O
	pokazalo	Vmp-sn	O
	,	Z	O
	bio	Vap-sm	O
	je	Var3s	O
	da	Cs	O
	ućutka	Vmr3s	O
	A1	Xf	B-org
	TV	Ncmsn	I-org
	i	Cc	O
	Veliju	Npmsay	B-per
	Ramkovskog	Npmsay	I-per
	,	Z	O
	kao	Cs	O
	nosioce	Ncmpa	O
	borbe	Ncfsg	O
	protiv	Sg	O
	diktature	Ncfsg	O
	[	Z	O
	premijera	Ncmsg	O
	]	Z	O
	Nikole	Npmsg	B-per
	Gruevskog	Npmsg	I-per
	"	Z	O
	,	Z	O
	kaže	Vmr3s	O
	bivši	Agpmsny	O
	urednik	Ncmsn	O
	A1	Xf	B-org
	TV	Ncmsn	I-org
	i	Cc	O
	poslanik	Ncmsn	O
	opozicione	Agpfsgy	O
	Sandžačke	Agpfsgy	B-org
	lige	Ncfsg	I-org
	Safet	Npmsn	B-per
	Biševac	Npmsn	I-per
	.	Z	O
Sentence: 45	Zvaničnici	Ncmpn	O
	su	Var3p	O
	odgovorili	Vmp-pm	O
	da	Cs	O
	je	Var3s	O
	A1	Xf	B-org
	TV	Ncmsn	I-org
	tretirana	Appfsny	O
	isto	Rgp	O
	kao	Cs	O
	bilo	Qo	O
	koja	Pi-fsn	O
	druga	Mlofsn	O
	organizacija	Ncfsn	O
	,	Z	O
	a	Cc	O
	Ramkovski	Npmsn	B-per
	je	Var3s	O
	kriv	Agpmsnn	O
	za	Sa	O
	višegodišnje	Agpfpay	O
	kriminalne	Agpfpay	O
	aktivnosti	Ncfpa	O
	.	Z	O
Sentence: 46	"	Z	O
	Ovo	Pd-nsn	O
	je	Var3s	O
	beskompromisna	Agpfsny	O
	borba	Ncfsn	O
	protiv	Sg	O
	kriminala	Ncmsg	O
	i	Cc	O
	korupcije	Ncfsg	O
	,	Z	O
	koji	Pi-mpn	O
	postoje	Vmr3p	O
	u	Sl	O
	svim	Agpfply	O
	zemljama	Ncfpl	O
	,	Z	O
	ali	Cc	O
	čije	Pi-nsn	O
	sankcionisanje	Ncnsn	O
	zavisi	Vmr3s	O
	uglavnom	Rgp	O
	od	Sg	O
	političke	Agpfsgy	O
	volje	Ncfsg	O
	relevantnih	Agpmpgy	O
	faktora	Ncmpg	O
	i	Cc	O
	sposobnosti	Ncfsg	O
	institucija	Ncfpg	O
	da	Cs	O
	nezavisno	Rgp	O
	obavljaju	Vmr3p	O
	svoj	Px-msan	O
	rad	Ncmsan	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	poslanik	Ncmsn	O
	vladajuće	Agpfsgy	O
	VMRO	Npmsn	B-org
	Antonio	Npmsn	B-per
	Milososki	Npmsn	I-per
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 47	Tužioci	Ncmpn	O
	su	Var3p	O
	izveli	Vmp-pm	O
	25	Mdc	O
	svedoka	Ncmpg	O
	,	Z	O
	koji	Pi-mpn	O
	su	Var3p	O
	rekli	Vmp-pm	O
	da	Cs	O
	je	Var3s	O
	Ramkovski	Npmsn	B-per
	izbegao	Vmp-sm	O
	da	Cs	O
	plati	Vmr3s	O
	4,5	Mdc	O
	miliona	Ncmpg	O
	evra	Ncmpg	O
